Devenir;1015-8154;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Deviant Behavior;0163-9625;;;;;;;;Sociologie, Démographie (2013);;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Diabetes;0012-1797;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Diabetes care;0149-5992;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Diabetes research and clinical practice;0168-8227;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Diabetes technology & therapeutics;1520-9156;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Diabetes/metabolism research and reviews;1520-7552;;;;;;;;;;;;;STAPS (2012);;;;;Psychologie – Ethologie – Ergonomie (2011)
Diabetic medicine : a journal of the British Diabetic Association;0742-3071;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Diagnostica;0012-1924;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Dialectica;0012-2017;;;;;;;;;;Philosophie (2013);;;;;;;;
Dialogue;0012-2173;;;;;;;;;;Philosophie (2013);;;;;;;;
Dialogues d'histoire ancienne;0755-7256;1955-270X;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Die Erde;0013-9998;;Géographie, Aménagement, Urbanisme (2013);;;;;;;;;;;;;;;;
Digestion;0012-2823;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Digestive diseases (Basel;0257-2753;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Digestive diseases and sciences;0163-2116;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Digestive surgery;0253-4886;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Diplomacy and Statecraft;0959-2296;;;;;;;;;;;;;;;;;Histoire (2012);
Diplomatic History;0145-2096;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Dirasat: Human and Social Sciences;1026-3721;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Disability and Rehabilitation: An International;0963-8288;;;;;;;;;;;;;STAPS (2012);;;;;Psychologie – Ethologie – Ergonomie (2011)
Disaster Prevention and Management: An International;0965-3562;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Displays;0141-9382;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
DISTANCES ET SAVOIRS;1765-0887;1965-0167;;;;;;;;;;;SIC (2013);;;;;;
Dreaming;1053-0797;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Drug and Alcohol Dependence;0376-8716;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Drug and Alcohol Review;0959-5236;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Drugs;0012-6667;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Drugs: Education;0968-7637;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Dumbarton Oaks Papers;0070-7546;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Early Child Development and Care;0300-4430;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Early Childhood Education Journal;1082-3301;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Early Childhood Research Quarterly;0885-2006;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Early Education and Development;1040-9289;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Early Human Development;0378-3782;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Early Intervention in Psychiatry;1751-7885;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Early Medieval Europe;0963-9462;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Early Music;0306-1078;1741-7260;;;;;;;;Arts (2014);;;;;;;;;
Early Science and Medicine. A Journal for the Study of Science, Technology and Medicine in the Premodern Period;1383-7427;;;;;Histoire et philosophie des sciences (2012);;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Earth Surface Processes and Landforms;0197-9337;1096-9837;Géographie, Aménagement, Urbanisme (2013);;;;;;;;;;;;;;;;
East Asian Archives of Psychiatry;2078-9947;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
East European Politics and Societies;0888-3254;1533-8371;;Science politique (2011);;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Eastern Buddhist;0012-8708;;;;Théologie et Sciences religieuses (2012);;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);;
Eating and Weight Disorders;1124-4909;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Eating Behaviors;1471-0153;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Eating Disorders: The Journal of Treatment & Prevention;1064-0266;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Ecological Psychology;1040-7413;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Ecology law quarterly;0046-1121;;;;;;Droit (2010);;;;;;;;;;;;
Ecopsychology;1942-9347;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Ecumenical Review (The);0013-0796;;;;Théologie et Sciences religieuses (2012);;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);;
Education 3-13;0300-4279;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Education and Training in Autism and Developmental;2154-1647;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Education and Urban Society;0013-1245;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Education for Health: Change in Learning & Practice;1357-6283;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Education for Information;0167-8329;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Educational Action Research;0965-0792;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Educational and Child Psychology;0267-1611;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Educational and Psychological Measurement;0013-1644;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Educational Assessment;1062-7197;1532-6977;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
EDUCATIONAL ASSESSMENT, EVALUATION AND ACCOUNTABILITY - See more at: http://miar.ub.edu/issn/1874-8597#sthash.DLZ4ox0o.dpuf;1874-8597;2150-1939;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Educational Evaluation and Policy Analysis;0162-3737;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Educational Gerontology;0360-1277;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Educational Measurement: Issues and Practice;0731-1745;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
EDUCATIONAL PSYCHOLOGIST;1060-5649;0046-1520;;;;;;;;;;;;STAPS (2012);;;;;Psychologie – Ethologie – Ergonomie (2011)
Educational Psychology;0144-3410;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Educational Psychology in Practice;0266-7363;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Educational Research;0013-1881;;;;;;;;;;;;;STAPS (2012);;;;;Psychologie – Ethologie – Ergonomie (2011)
Educational Research and Evaluation;1380-3611;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Educational Review;0013-1911;;;;;;;;;;;;;STAPS (2012);;;;;Psychologie – Ethologie – Ergonomie (2011)
Educational Studies;0305-5698;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Educational Technology and Society ;1436-4522;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Educational Technology Research and Development;1042-1629;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Eighteenth-Century Ireland;0790-7915;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Eikasmos;1121-8819;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Eirene;0046-1628;;;;;;;;;;;;;;;;;Histoire (2012);
E-Journal of Portuguese History;1645-6432;0645-6432;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Electoral Studies;0261-3794;;;Science politique (2011);;;;;;;;;;;;;;;
Electronic Journal of Research in Educational Psychology;1699-5880;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Elenchos;0392-7342;;;;;;;;;;Philosophie (2013);;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Emotion;1528-3542;;;;;;;;;;;;;STAPS (2012);;;;;Psychologie – Ethologie – Ergonomie (2011)
Emotion Review;1754-0739;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Empirical Studies of the Arts;0276-2374;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Employee Responsibilities and Rights Journal;0892-7545;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Endocrine journal;0918-8959;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Endocrine pathology;1046-3976;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Endocrine research;0743-5800;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Endocrinology;0013-7227;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Energy and Buildings;0378-7788;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Enfance;0013-7545;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Enfances, familles, générations;1708-6310;;;;;;;;Sociologie, Démographie (2013);;;;;;;;;;
English Historical Review (the);1477-4534;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Entomologia Experimentalis Applicata;0013-8703;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Environment and Behavior;0013-9165;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Environment and History;0967-3407;1752-7023;;;;;;;;;;;;;;;;Histoire (2012);
Environment and Urbanization;0956-2478;1746-0301;Géographie, Aménagement, Urbanisme (2013);;;;;;;;;;;;;;;;
Environmental Archaeology;1461-4103;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Environmental Education Research;1350-4622;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Environmental Ethics;0163-4275;;;;;;;;;;Philosophie (2013);;;;;;;;
Environmental health perspectives;0091-6765;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Environmental history;1084-5453;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Environmental Impact Assessment Review;0195-9255;1873-6432;Géographie, Aménagement, Urbanisme (2013);;;;;;;;;;;;;;;;
Environmental Management;0364-152X;1432-1009;Géographie, Aménagement, Urbanisme (2013);;;;;;;;;;;;;;;;
Environmental Modelling and Software;1364-8152;1873-6726;Géographie, Aménagement, Urbanisme (2013);;;;;;;;;;;;;;;;
Environmental Politics;0964-4016;;;Science politique (2011);;;;;;;;;;;;;;;
Environmental pollution (Barking;0269-7491;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Environmental research;0013-9351;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Environmental science and pollution research international;0944-1344;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Ephemerides liturgicae;0013-9505;;;;Théologie et Sciences religieuses (2012);;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);;
Ephemerides theologicae lovanienses;0013-9513;;;;Théologie et Sciences religieuses (2012);;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);;
Epidemiology and infection;0950-2688;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Epidemiology and Psychiatric Sciences;2045-7960;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Epigraphica;0013-9572;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Epilepsia;0013-9580;0356-598X;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Epilepsy research;0920-1211;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Epileptic Disorders;1294-9361;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Equity & Excellence in Education;1066-5684;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Erdkunde;0014-0015;;Géographie, Aménagement, Urbanisme (2013);;;;;;;;;;;;;;;;
Ergonomics;0014-0139;;;;;;;;;;;;;STAPS (2012);;;;;Psychologie – Ethologie – Ergonomie (2011)
Esprit;0014-0759;;;;;;;;;Arts (2014);;;;;;;;;
Estudios de Psicología;0210-9395;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Estudios demograficos y urbanos;0186-7210;;;;;;;;Sociologie, Démographie (2013);;;;;;;;;;
Estudios Eclesiasticos;0210-1610;;;;Théologie et Sciences religieuses (2012);;;;;;;;;;;;;;
Estudios Migratorios (Santiago de Compostela);1136-0291;;;;;;;;;;;;;;;;;Histoire (2012);
Estudios migratorios latinoamericanos;0326-7458;;;;;;;;Sociologie, Démographie (2013);;;;;;;;;;
Ethical Human Psychology and Psychiatry: An International;1559-4343;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Ethical Perspectives (=Ethische Perspectieven);1370-0049;;;;Théologie et Sciences religieuses (2012);;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);;
Ethical Theory and Moral Practice;1386-2820;;;;Théologie et Sciences religieuses (2012);;;;;;Philosophie (2013);;;;;;Histoire, Histoire de l’art, Archéologie (2009);;
Ethics;0014-1704;;;;Théologie et Sciences religieuses (2012);;;;;;Philosophie (2013);;;;;;Histoire, Histoire de l’art, Archéologie (2009);;
Ethics and Education;1744-9642;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Ethik in der Medizin;0935-7335;;;;Théologie et Sciences religieuses (2012);;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);;Psychologie – Ethologie – Ergonomie (2011)
Ethnic and Racial Studies;0141-9870;;;Science politique (2011);;;;;Sociologie, Démographie (2013);;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Ethnicity and Inequalities in Health and Social Care;1757-0980;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Ethnopolitics;1744-9057;;;Science politique (2011);;;;;;;;;;;;;;;
Ethology;0179-1613;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Ethology and Sociobiology;0162-3095;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Ethology Ecology and Evolution;0394-9370;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Ethos;0091-2131;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Eurasia Antiqua;0949-0434;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
Eurasia Journal of Mathematics;1305-8223;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Eurasian Geography and Economics;1538-7216;1938-2863;Géographie, Aménagement, Urbanisme (2013);;;;;;;;;;;;;;;;
Europa Medicophysica;0014-2573;1827-1804;;;;;;;;;;;;STAPS (2012);;;;;
European Addiction Research;1022-6877;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
European archives of oto-rhino-laryngology : official journal of;0937-4477;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
European Archives of Psychiatry and Clinical Neuroscience;0940-1334;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
European Child & Adolescent Psychiatry;1018-8827;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
European Diabetes Nursing;1551-7853;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
European Eating Disorders Review;1072-4133;;;;;;;;;;;;;STAPS (2012);;;;;Psychologie – Ethologie – Ergonomie (2011)
European environmental law review;0966-1646;;;;;;Droit (2010);;;;;;;;;;;;
European Foreign Affairs Review;1384-6299;;;Science politique (2011);;;;;;;;;;;;;;;
European History Quarterly;0265-6914;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
European Journal for Church and State Research;1370-5954;;;;Théologie et Sciences religieuses (2012);;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
European Journal of Ageing;1613-9372;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
European journal of anaesthesiology;0265-0215;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
European Journal of Applied Physiology;1439-6319;;;;;;;;;;;;;STAPS (2012);;;;;Psychologie – Ethologie – Ergonomie (2011)
European Journal of Archaeology;1741-2722;;;;;;;;;;;;;;;;;Histoire (2012);
European journal of cancer (Oxford;0959-8049;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
European Journal of Cancer Care;0961-5423;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
European journal of cancer prevention : the official journal of t;0959-8278;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
European journal of cardio-thoracic surgery : official journal of;1010-7940;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
European journal of cardiovascular prevention and;1741-8267;;;;;;;;;;;;;STAPS (2012);;;;;Psychologie – Ethologie – Ergonomie (2011)
European Journal of Clinical Investigation;0014-2972;1365-2362;;;;;;;;;;;;STAPS (2012);;;;;
European journal of clinical nutrition;0954-3007;;;;;;;;;;;;;STAPS (2012);;;;;Psychologie – Ethologie – Ergonomie (2011)
European Journal of Cognitive Psychology;0954-1446;;;;;;;;;;;;;STAPS (2012);;;;;Psychologie – Ethologie – Ergonomie (2011)
European Journal of Communication;0267-3231;;;Science politique (2011);;;;;;;;;SIC (2013);;;;;;Psychologie – Ethologie – Ergonomie (2011)
European journal of crime, criminal law and criminal justice;0928-9569;1571-8174;;;;;Droit (2010);;;;;;;;;;;;
European Journal of Criminology;1477-3708;;;Science politique (2011);;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
European journal of dermatology : EJD;1167-1122;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
European Journal of Developmental Psychology;1740-5629;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
European Journal of Disorders of Communication;0963-7273;;;;;;;;;;;;;STAPS (2012);;;;;
European journal of endocrinology / European Federation of;0804-4643;;;;;;;;;;;;;STAPS (2012);;;;;Psychologie – Ethologie – Ergonomie (2011)
European journal of epidemiology;0393-2990;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
European journal of haematology;0902-4441;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
European journal of health law;0929-0273;1571-8093;;;;;Droit (2010);;;;;;;;;;;;
European journal of heart failure : journal of the Working;1388-9842;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
European journal of immunology;0014-2980;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
European journal of internal medicine;0953-6205;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
European journal of international law;0938-5428;;;;;;Droit (2010);;;;;;;;;;;;
European Journal of International Relations;1354-0661;;;Science politique (2011);;;;;;;;;;;;;;;
European Journal Of Mechanics A-Solids;0997-7538;;;;;;;;;;;;;STAPS (2012);;;;;
European Journal Of Mechanics B-Fluids;0997-7546;;;;;;;;;;;;;STAPS (2012);;;;;
European journal of medical research;0949-2321;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
European Journal of Mental Health;1788-4934;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
European journal of migration and law;1388-364X;1571-8166;;;;;Droit (2010);;;;;;;;;;;;
European Journal of Neurology;1351-5101;;;;;;;;;;;;;STAPS (2012);;;;;Psychologie – Ethologie – Ergonomie (2011)
European journal of nutrition;1436-6207;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
European journal of obstetrics;0301-2115;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
European Journal of Oncology Nursing;1462-3889;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
European journal of ophthalmology;1120-6721;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
European Journal of Pain;1090-3801;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
European journal of pediatrics;0340-6199;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
European Journal of Personality;0890-2070;;;;;;;;;;;;;STAPS (2012);;;;;Psychologie – Ethologie – Ergonomie (2011)
European Journal of Philosophy;0966-8373;;;;;;;;;;Philosophie (2013);;;;;;;;
European journal of physical and rehabilitation medicine;1973-9087;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
European Journal of Political Research;0304-4130;1475-6765;;Science politique (2011);;;;;;;;;;;;;;;
European Journal of Psychological Assessment;1015-5759;;;;;;;;;;;;;STAPS (2012);;;;;Psychologie – Ethologie – Ergonomie (2011)
European Journal of Psychology of Education;0256-2928;;;;;;;;;;;;;STAPS (2012);;;;;Psychologie – Ethologie – Ergonomie (2011)
European Journal of Psychotherapy and Counselling;1364-2537;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
European Journal of Social Psychology;0046-2772;;;;;;;;;;;;;STAPS (2012);;;;;Psychologie – Ethologie – Ergonomie (2011)
European journal of social theory;1368-4310;;;Science politique (2011);;;;;Sociologie, Démographie (2013);;;;;;;;;;
European Journal of Special Needs Education;0885-6257;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
European Journal of Sport Science;1746-1391;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
European Journal of Teacher Education;0261-9768;;;;;;;;;;;;;STAPS (2012);;;;;
European Journal of Theology;0960-2720;;;;Théologie et Sciences religieuses (2012);;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
European journal of vascular and endovascular surgery : the;1078-5884;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
European Journal of Women's Studies;1350-5068;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
European law journal;1351-5993;1468-0386;;Science politique (2011);;;Droit (2010);;;;;;;;;;;;
European law review;0307-5400;;;Science politique (2011);;;Droit (2010);;;;;;;;;;;;
European Neurology;0014-3022;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
European Physical Education Review;1356-336X;1741-2749;;;;;;;;;;Sciences de l'éducation (2014);;STAPS (2012);;;;;
European Political Science;1680-4333;1682-0983;;Science politique (2011);;;;;;;;;;;;;;;
European Political Science Review;1755-7739;1755-7747;;Science politique (2011);;;;;;;;;;;;;;;
European Psychiatry;0924-9338;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
European Psychologist;1016-9040;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
European respiratory journal : official journal of the Europe;0903-1936;;;;;;;;;;;;;STAPS (2012);;;;;Psychologie – Ethologie – Ergonomie (2011)
European Review;1062-7987;;;;;;;;;;;;;;;;;Histoire (2012);
European Review of History - revue européenne d'histoire;1350-7486;;;;;;;;;;;;;;;;Histoire, Histoire de l’art, Archéologie (2009);Histoire (2012);
European Review of Social Psychology;1046-3283;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
European societies;1461-6696;1469-8307;;;;;;;Sociologie, Démographie (2013);;;;;;;;;;
European Sociological Review;0266-7215;;;Science politique (2011);;;;;Sociologie, Démographie (2013);;;;;STAPS (2012);;;;;
European Spatial Research and Policy;1231-1952;;Géographie, Aménagement, Urbanisme (2013);;;;;;;;;;;;;;;;
European Spine Journal;0940-6719;1432-0932;;;;;;;;;;;;STAPS (2012);;;;;
European Sport Management Quarterly;1618-4742;;;;;;;;;;;;;STAPS (2012);;;;;Psychologie – Ethologie – Ergonomie (2011)
European Sports History Review;1462-1495;;;;;;;;;;;;;;;;;Histoire (2012);
EUROPEAN STUDIES IN SPORTS HISTORY;1999-8589;;;;;;;;;;;;;STAPS (2012);;;;;
European Transport Research Review;1867-0717;1866-8887;Géographie, Aménagement, Urbanisme (2013);;;;;;;;;;;;;;;;
European Union Politics;1465-1165;;;Science politique (2011);;;;;;;;;;;;;;;
European Urban and Regional Studies;0969-7764;1461-7145;Géographie, Aménagement, Urbanisme (2013);;;;;;;;;;;;;;;;
European urology;0302-2838;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Evaluation and Program Planning;0149-7189;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Evangelische Theologie;0014-3502;;;;Théologie et Sciences religieuses (2012);;;;;;;;;;;;;;
Event Management;1525-9951;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Evolution and Human Behavior;1090-5138;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Evolutionary Anthropology;1520-6505;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Evolutionary Psychology;1474-7049;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Exceptional Children ;0014-4029;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Exceptionality;0936-2835;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Exercise and sport sciences reviews;0091-6331;;;;;;;;;;;;;STAPS (2012);;;;;Psychologie – Ethologie – Ergonomie (2011)
Existentia;1215-5950;;;;;;;;;;Philosophie (2013);;;;;;;;
Experimental and clinical endocrinology & diabetes : official;0947-7349;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Experimental and Clinical Psychopharmacology;1064-1297;;;;;;;;;;;;;;;;;;Psychologie – Ethologie – Ergonomie (2011)
Experimental Brain Research;0014-4819;;;;;;;;;;;;;STAPS (2012);;;;;Psychologie – Ethologie – Ergonomie (2011)
Experimental Gerontology;0531-5565;1873-6815;;;;;;;;;;;;STAPS (2012);;;;;
Experimental Mechanics;0014-4851;1741-2765;;;;;;;;;;;;STAPS (2012);;;;;
